|intrinsics|ASM|XED_iform|ISA|CPUID|form|ret|op
562|_mm_div_ss|DIVSS|DIVSS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
563|_mm_div_ps|DIVPS|DIVPS_XMMps_XMMps|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
564|_mm_sqrt_ss|SQRTSS|SQRTSS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|__m128|__m128,
565|_mm_sqrt_ps|SQRTPS|SQRTPS_XMMps_XMMps|SSE|['SSE']|xmm, xmm|__m128|__m128,
566|_mm_rcp_ss|RCPSS|RCPSS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|__m128|__m128,
567|_mm_rcp_ps|RCPPS|RCPPS_XMMps_XMMps|SSE|['SSE']|xmm, xmm|__m128|__m128,
568|_mm_rsqrt_ss|RSQRTSS|RSQRTSS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|__m128|__m128,
569|_mm_rsqrt_ps|RSQRTPS|RSQRTPS_XMMps_XMMps|SSE|['SSE']|xmm, xmm|__m128|__m128,
570|_mm_min_ss|MINSS|MINSS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
571|_mm_min_ps|MINPS|MINPS_XMMps_XMMps|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
572|_mm_max_ss|MAXSS|MAXSS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
573|_mm_max_ps|MAXPS|MAXPS_XMMps_XMMps|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
574|_mm_and_ps|ANDPS|ANDPS_XMMxud_XMMxud|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
575|_mm_andnot_ps|ANDNPS|ANDNPS_XMMxud_XMMxud|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
576|_mm_or_ps|ORPS|ORPS_XMMxud_XMMxud|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
577|_mm_xor_ps|XORPS|XORPS_XMMxud_XMMxud|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
578|_mm_cmpeq_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
579|_mm_cmpeq_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
580|_mm_cmplt_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
581|_mm_cmplt_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
582|_mm_cmple_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
583|_mm_cmple_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
584|_mm_cmpgt_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
585|_mm_cmpgt_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
586|_mm_cmpge_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
587|_mm_cmpge_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
588|_mm_cmpneq_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
589|_mm_cmpneq_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
590|_mm_cmpnlt_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
591|_mm_cmpnlt_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
592|_mm_cmpnle_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
593|_mm_cmpnle_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
594|_mm_cmpngt_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
595|_mm_cmpngt_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
596|_mm_cmpnge_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
597|_mm_cmpnge_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
598|_mm_cmpord_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
599|_mm_cmpord_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
600|_mm_cmpunord_ss|CMPSS|CMPSS_XMMss_XMMss_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
601|_mm_cmpunord_ps|CMPPS|CMPPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,
602|_mm_comieq_ss|COMISS|COMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
603|_mm_comilt_ss|COMISS|COMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
604|_mm_comile_ss|COMISS|COMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
605|_mm_comigt_ss|COMISS|COMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
606|_mm_comige_ss|COMISS|COMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
607|_mm_comineq_ss|COMISS|COMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
608|_mm_ucomieq_ss|UCOMISS|UCOMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
609|_mm_ucomilt_ss|UCOMISS|UCOMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
610|_mm_ucomile_ss|UCOMISS|UCOMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
611|_mm_ucomigt_ss|UCOMISS|UCOMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
612|_mm_ucomige_ss|UCOMISS|UCOMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
613|_mm_ucomineq_ss|UCOMISS|UCOMISS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|int|__m128,__m128,
614|_mm_cvtss_si32|CVTSS2SI|CVTSS2SI_GPR32d_XMMss|SSE|['SSE']|r32, xmm|int|__m128,
615|_mm_cvt_ss2si|CVTSS2SI|CVTSS2SI_GPR32d_XMMss|SSE|['SSE']|r32, xmm|int|__m128,
616|_mm_cvtss_si64|CVTSS2SI|CVTSS2SI_GPR64q_XMMss|SSE|['SSE']|r64, xmm|__int64|__m128,
617|_mm_cvtss_f32|MOVSS|MOVSS_MEMss_XMMss|SSE|['SSE']|m32, xmm|float|__m128,
618|_mm_cvtps_pi32|CVTPS2PI|CVTPS2PI_MMXq_XMMq|SSE|['SSE']|mm, xmm|__m64|__m128,
619|_mm_cvt_ps2pi|CVTPS2PI|CVTPS2PI_MMXq_XMMq|SSE|['SSE']|mm, xmm|__m64|__m128,
620|_mm_cvttss_si32|CVTTSS2SI|CVTTSS2SI_GPR32d_XMMss|SSE|['SSE']|r32, xmm|int|__m128,
621|_mm_cvtt_ss2si|CVTTSS2SI|CVTTSS2SI_GPR32d_XMMss|SSE|['SSE']|r32, xmm|int|__m128,
622|_mm_cvttss_si64|CVTTSS2SI|CVTTSS2SI_GPR64q_XMMss|SSE|['SSE']|r64, xmm|__int64|__m128,
623|_mm_cvttps_pi32|CVTTPS2PI|CVTTPS2PI_MMXq_XMMq|SSE|['SSE']|mm, xmm|__m64|__m128,
624|_mm_cvtt_ps2pi|CVTTPS2PI|CVTTPS2PI_MMXq_XMMq|SSE|['SSE']|mm, xmm|__m64|__m128,
625|_mm_cvtps_pi16|seq|seq|SSE|['SSE']||__m64|__m128,
626|_mm_cvtps_pi8|seq|seq|SSE|['SSE']||__m64|__m128,
627|_mm_set_ss|seq|seq|SSE|['SSE']||__m128|float,
628|_mm_set1_ps|seq|seq|SSE|['SSE']||__m128|float,
629|_mm_set_ps1|seq|seq|SSE|['SSE']||__m128|float,
630|_mm_set_ps|seq|seq|SSE|['SSE']||__m128|float,float,float,float,
631|_mm_setr_ps|seq|seq|SSE|['SSE']||__m128|float,float,float,float,
632|_mm_setzero_ps|XORPS|XORPS_XMMxud_XMMxud|SSE|['SSE']|xmm, xmm|__m128|void,
633|_mm_loadh_pi|MOVHPS|MOVHPS_XMMq_MEMq|SSE|['SSE']|xmm, m64|__m128|__m128,__m64 const*,
634|_mm_loadl_pi|MOVLPS|MOVLPS_XMMq_MEMq|SSE|['SSE']|xmm, m64|__m128|__m128,__m64 const*,
635|_mm_load_ss|MOVSS|MOVSS_XMMdq_MEMss|SSE|['SSE']|xmm, m32|__m128|float const*,
636|_mm_load1_ps|seq|seq|SSE|['SSE']||__m128|float const*,
637|_mm_load_ps1|seq|seq|SSE|['SSE']||__m128|float const*,
638|_mm_load_ps|MOVAPS|MOVAPS_XMMps_MEMps|SSE|['SSE']|xmm, m128|__m128|float const*,
639|_mm_loadu_ps|MOVUPS|MOVUPS_XMMps_MEMps|SSE|['SSE']|xmm, m128|__m128|float const*,
640|_mm_loadr_ps|seq|seq|SSE|['SSE']||__m128|float const*,
641|_mm_stream_ps|MOVNTPS|MOVNTPS_MEMdq_XMMps|SSE|['SSE']|m128, xmm|void|float*,__m128,
642|_mm_storeh_pi|MOVHPS|MOVHPS_MEMq_XMMps|SSE|['SSE']|m64, xmm|void|__m64*,__m128,
643|_mm_storel_pi|MOVLPS|MOVLPS_MEMq_XMMps|SSE|['SSE']|m64, xmm|void|__m64*,__m128,
644|_mm_store_ss|MOVSS|MOVSS_MEMss_XMMss|SSE|['SSE']|m32, xmm|void|float*,__m128,
645|_mm_store1_ps|seq|seq|SSE|['SSE']||void|float*,__m128,
646|_mm_store_ps1|seq|seq|SSE|['SSE']||void|float*,__m128,
647|_mm_store_ps|MOVAPS|MOVAPS_MEMps_XMMps|SSE|['SSE']|m128, xmm|void|float*,__m128,
648|_mm_storeu_ps|MOVUPS|MOVUPS_MEMps_XMMps|SSE|['SSE']|m128, xmm|void|float*,__m128,
649|_mm_storer_ps|MOVUPS|MOVUPS_MEMps_XMMps|SSE|['SSE']|m128, xmm|void|float*,__m128,
650|_mm_move_ss|MOVSS|MOVSS_XMMss_XMMss_0F10|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
651|_mm_shuffle_ps|SHUFPS|SHUFPS_XMMps_XMMps_IMMb|SSE|['SSE']|xmm, xmm, imm8|__m128|__m128,__m128,unsigned int,
652|_mm_unpackhi_ps|UNPCKHPS|UNPCKHPS_XMMps_XMMdq|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
653|_mm_unpacklo_ps|UNPCKLPS|UNPCKLPS_XMMps_XMMq|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
654|_mm_movehl_ps|MOVHLPS|MOVHLPS_XMMq_XMMq|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
655|_mm_movelh_ps|MOVLHPS|MOVLHPS_XMMq_XMMq|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
656|_mm_movemask_ps|MOVMSKPS|MOVMSKPS_GPR32_XMMps|SSE|['SSE']|r32, xmm|int|__m128,
657|_mm_malloc|||SSE|['SSE']||void*|size_t,size_t,
658|_mm_free|||SSE|['SSE']||void|void *,
659|_mm_undefined_ps|||SSE|['SSE']||__m128|void,
660|_mm_storeu_si16|seq|seq|SSE|['SSE']||void|void*,__m128i,
661|_mm_loadu_si64|MOVQ|MOVQ_XMMdq_MEMq_0F6E|SSE|['SSE']|xmm, m64|__m128i|void const*,
662|_mm_storeu_si64|MOVQ|MOVQ_MEMq_XMMq_0F7E|SSE|['SSE']|m64, xmm|void|void*,__m128i,
663|_mm_loadu_si16|seq|seq|SSE|['SSE']||__m128i|void const*,
664|_mm_undefined_pd|||SSE2|['SSE2']||__m128d|void,
665|_mm_undefined_si128|||SSE2|['SSE2']||__m128i|void,
666|_mm_loadu_si32|MOVD|MOVD_XMMdq_MEMd|SSE2|['SSE2']|xmm, m32|__m128i|void const*,
667|_mm_storeu_si32|MOVD|MOVD_MEMd_XMMd|SSE2|['SSE2']|m32, xmm|void|void*,__m128i,
668|_mm_pause|PAUSE|PAUSE|SSE2|['SSE2']||void|void,
669|_mm_clflush|CLFLUSH|CLFLUSH_MEMmprefetch|SSE2|['SSE2']|m8|void|void const*,
670|_mm_lfence|LFENCE|LFENCE|SSE2|['SSE2']||void|void,
671|_mm_mfence|MFENCE|MFENCE|SSE2|['SSE2']||void|void,
672|_mm_add_epi8|PADDB|PADDB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
673|_mm_add_epi16|PADDW|PADDW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
674|_mm_add_epi32|PADDD|PADDD_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
675|_mm_add_si64|PADDQ|PADDQ_MMXq_MMXq|SSE2|['SSE2']|mm, mm|__m64|__m64,__m64,
676|_mm_add_epi64|PADDQ|PADDQ_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
677|_mm_adds_epi8|PADDSB|PADDSB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
678|_mm_adds_epi16|PADDSW|PADDSW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
679|_mm_adds_epu8|PADDUSB|PADDUSB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
680|_mm_adds_epu16|PADDUSW|PADDUSW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
681|_mm_avg_epu8|PAVGB|PAVGB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
682|_mm_avg_epu16|PAVGW|PAVGW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
683|_mm_madd_epi16|PMADDWD|PMADDWD_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
684|_mm_max_epi16|PMAXSW|PMAXSW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
685|_mm_max_epu8|PMAXUB|PMAXUB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
686|_mm_min_epi16|PMINSW|PMINSW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
687|_mm_min_epu8|PMINUB|PMINUB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
688|_mm_mulhi_epi16|PMULHW|PMULHW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
689|_mm_mulhi_epu16|PMULHUW|PMULHUW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
690|_mm_mullo_epi16|PMULLW|PMULLW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
691|_mm_mul_su32|PMULUDQ|PMULUDQ_MMXq_MMXq|SSE2|['SSE2']|mm, mm|__m64|__m64,__m64,
692|_mm_mul_epu32|PMULUDQ|PMULUDQ_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
693|_mm_sad_epu8|PSADBW|PSADBW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
694|_mm_sub_epi8|PSUBB|PSUBB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
695|_mm_sub_epi16|PSUBW|PSUBW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
696|_mm_sub_epi32|PSUBD|PSUBD_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
697|_mm_sub_si64|PSUBQ|PSUBQ_MMXq_MMXq|SSE2|['SSE2']|mm, mm|__m64|__m64,__m64,
698|_mm_sub_epi64|PSUBQ|PSUBQ_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
699|_mm_subs_epi8|PSUBSB|PSUBSB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
700|_mm_subs_epi16|PSUBSW|PSUBSW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
701|_mm_subs_epu8|PSUBUSB|PSUBUSB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
702|_mm_subs_epu16|PSUBUSW|PSUBUSW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
703|_mm_slli_si128|PSLLDQ|PSLLDQ_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
704|_mm_bslli_si128|PSLLDQ|PSLLDQ_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
705|_mm_bsrli_si128|PSRLDQ|PSRLDQ_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
706|_mm_slli_epi16|PSLLW|PSLLW_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
707|_mm_sll_epi16|PSLLW|PSLLW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
708|_mm_slli_epi32|PSLLD|PSLLD_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
709|_mm_sll_epi32|PSLLD|PSLLD_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
710|_mm_slli_epi64|PSLLQ|PSLLQ_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
711|_mm_sll_epi64|PSLLQ|PSLLQ_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
712|_mm_srai_epi16|PSRAW|PSRAW_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
713|_mm_sra_epi16|PSRAW|PSRAW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
714|_mm_srai_epi32|PSRAD|PSRAD_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
715|_mm_sra_epi32|PSRAD|PSRAD_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
716|_mm_srli_si128|PSRLDQ|PSRLDQ_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
717|_mm_srli_epi16|PSRLW|PSRLW_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
718|_mm_srl_epi16|PSRLW|PSRLW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
719|_mm_srli_epi32|PSRLD|PSRLD_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
720|_mm_srl_epi32|PSRLD|PSRLD_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
721|_mm_srli_epi64|PSRLQ|PSRLQ_XMMdq_IMMb|SSE2|['SSE2']|xmm, imm8|__m128i|__m128i,int,
722|_mm_srl_epi64|PSRLQ|PSRLQ_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
723|_mm_and_si128|PAND|PAND_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
724|_mm_andnot_si128|PANDN|PANDN_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
725|_mm_or_si128|POR|POR_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
726|_mm_xor_si128|PXOR|PXOR_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
727|_mm_cmpeq_epi8|PCMPEQB|PCMPEQB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
728|_mm_cmpeq_epi16|PCMPEQW|PCMPEQW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
729|_mm_cmpeq_epi32|PCMPEQD|PCMPEQD_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
730|_mm_cmpgt_epi8|PCMPGTB|PCMPGTB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
731|_mm_cmpgt_epi16|PCMPGTW|PCMPGTW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
732|_mm_cmpgt_epi32|PCMPGTD|PCMPGTD_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
733|_mm_cmplt_epi8|PCMPGTB|PCMPGTB_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
734|_mm_cmplt_epi16|PCMPGTW|PCMPGTW_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
735|_mm_cmplt_epi32|PCMPGTD|PCMPGTD_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|__m128i,__m128i,
736|_mm_cvtepi32_pd|CVTDQ2PD|CVTDQ2PD_XMMpd_XMMq|SSE2|['SSE2']|xmm, xmm|__m128d|__m128i,
737|_mm_cvtsi32_sd|CVTSI2SD|CVTSI2SD_XMMsd_GPR32d|SSE2|['SSE2']|xmm, r32|__m128d|__m128d,int,
738|_mm_cvtsi64_sd|CVTSI2SD|CVTSI2SD_XMMsd_GPR64q|SSE2|['SSE2']|xmm, r64|__m128d|__m128d,__int64,
739|_mm_cvtsi64x_sd|CVTSI2SD|CVTSI2SD_XMMsd_GPR64q|SSE2|['SSE2']|xmm, r64|__m128d|__m128d,__int64,
740|_mm_cvtepi32_ps|CVTDQ2PS|CVTDQ2PS_XMMps_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128|__m128i,
741|_mm_cvtpi32_pd|CVTPI2PD|CVTPI2PD_XMMpd_MMXq|SSE2|['SSE2']|xmm, mm|__m128d|__m64,
742|_mm_cvtsi32_si128|MOVD|MOVD_XMMdq_GPR32|SSE2|['SSE2']|xmm, r32|__m128i|int,
743|_mm_cvtsi64_si128|MOVQ|MOVQ_XMMdq_GPR64|SSE2|['SSE2']|xmm, r64|__m128i|__int64,
744|_mm_cvtsi64x_si128|MOVQ|MOVQ_XMMdq_GPR64|SSE2|['SSE2']|xmm, r64|__m128i|__int64,
745|_mm_cvtsi128_si32|MOVD|MOVD_GPR32_XMMd|SSE2|['SSE2']|r32, xmm|int|__m128i,
746|_mm_cvtsi128_si64|MOVQ|MOVQ_GPR64_XMMq|SSE2|['SSE2']|r64, xmm|__int64|__m128i,
747|_mm_cvtsi128_si64x|MOVQ|MOVQ_GPR64_XMMq|SSE2|['SSE2']|r64, xmm|__int64|__m128i,
748|_mm_set_epi64|seq|seq|SSE2|['SSE2']||__m128i|__m64,__m64,
749|_mm_set_epi64x|seq|seq|SSE2|['SSE2']||__m128i|__int64,__int64,
750|_mm_set_epi32|seq|seq|SSE2|['SSE2']||__m128i|int,int,int,int,
751|_mm_set_epi16|seq|seq|SSE2|['SSE2']||__m128i|short,short,short,short,short,short,short,short,
752|_mm_set_epi8|seq|seq|SSE2|['SSE2']||__m128i|char,char,char,char,char,char,char,char,char,char,char,char,char,char,char,char,
753|_mm_set1_epi64|seq|seq|SSE2|['SSE2']||__m128i|__m64,
754|_mm_set1_epi64x|seq|seq|SSE2|['SSE2']||__m128i|__int64,
755|_mm_set1_epi32|seq|seq|SSE2|['SSE2']||__m128i|int,
756|_mm_set1_epi16|seq|seq|SSE2|['SSE2']||__m128i|short,
757|_mm_set1_epi8|seq|seq|SSE2|['SSE2']||__m128i|char,
758|_mm_setr_epi64|seq|seq|SSE2|['SSE2']||__m128i|__m64,__m64,
759|_mm_setr_epi32|seq|seq|SSE2|['SSE2']||__m128i|int,int,int,int,
760|_mm_setr_epi16|seq|seq|SSE2|['SSE2']||__m128i|short,short,short,short,short,short,short,short,
761|_mm_setr_epi8|seq|seq|SSE2|['SSE2']||__m128i|char,char,char,char,char,char,char,char,char,char,char,char,char,char,char,char,
762|_mm_setzero_si128|PXOR|PXOR_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|__m128i|
763|_mm_loadl_epi64|MOVQ|MOVQ_XMMdq_MEMq_0F7E|SSE2|['SSE2']|xmm, m64|__m128i|__m128i const*,
764|_mm_load_si128|MOVDQA|MOVDQA_XMMdq_MEMdq|SSE2|['SSE2']|xmm, m128|__m128i|__m128i const*,
765|_mm_loadu_si128|MOVDQU|MOVDQU_XMMdq_MEMdq|SSE2|['SSE2']|xmm, m128|__m128i|__m128i const*,
766|_mm_maskmoveu_si128|MASKMOVDQU|MASKMOVDQU_XMMdq_XMMdq|SSE2|['SSE2']|xmm, xmm|void|__m128i,__m128i,char*,
767|_mm_store_si128|MOVDQA|MOVDQA_MEMdq_XMMdq|SSE2|['SSE2']|m128, xmm|void|__m128i*,__m128i,
768|_mm_storeu_si128|MOVDQU|MOVDQU_MEMdq_XMMdq|SSE2|['SSE2']|m128, xmm|void|__m128i*,__m128i,
769|_mm_storel_epi64|MOVQ|MOVQ_MEMq_XMMq_0F7E|SSE2|['SSE2']|m64, xmm|void|__m128i*,__m128i,
770|_mm_stream_si128|MOVNTDQ|MOVNTDQ_MEMdq_XMMdq|SSE2|['SSE2']|m128, xmm|void|__m128i*,__m128i,
771|_mm_stream_si32|MOVNTI|MOVNTI_MEMd_GPR32|SSE2|['SSE2']|m32, r32|void|int*,int,
772|_mm_stream_si64|MOVNTI|MOVNTI_MEMq_GPR64|SSE2|['SSE2']|m64, r64|void|__int64*,__int64,
773|_mm_movepi64_pi64|MOVDQ2Q|MOVDQ2Q_MMXq_XMMq|SSE2|['SSE2']|mm, xmm|__m64|__m128i,
